time,latitude,longitude,mag,country
1978-02-09,-30.683,-177.358,7.2,New Zealand
1977-11-23,-31.028,-67.767,7.4,Argentina
1977-10-10,-25.856,-175.406,7.2,Tonga
1977-08-19,-11.164,118.378,8.3,Indonesia
1977-07-29,-8.031,155.538,7.2,Solomon Islands
1977-04-21,-9.965,160.731,7.5,Solomon Islands
1977-04-20,-9.844,160.822,7.5,Solomon Islands
1977-04-20,-9.89,160.348,7.5,Solomon Islands
1977-04-02,-16.696,-172.095,7.6,Tonga
1977-03-18,16.773,122.327,7.0,Philippines
1977-03-04,45.772,26.761,7.5,Romania
1976-11-24,39.121,44.029,7.3,Turkey
1976-10-29,-4.517,139.918,7.1,Indonesia
1976-08-16,6.262,124.023,7.9,Philippines
1976-07-28,39.664,118.401,7.4,China
1976-07-27,39.57,117.978,7.5,China
1976-07-11,7.409,-78.127,7.0,Panama
1976-06-25,-4.603,140.091,7.1,Guinea
1976-06-20,3.397,96.318,7.0,Indonesia
1976-05-29,24.531,98.71,7.0,Myanmar
1976-05-17,40.381,63.472,7.0,Uzbekistan
1976-04-08,40.311,63.773,7.0,Uzbekistan
1976-02-04,15.324,-89.101,7.5,Guatemala
1976-01-21,44.915,149.123,7.0,Russia
1975-12-26,-16.264,-172.467,7.8,Tonga
1975-11-29,19.333,-155.0015,7.7,USA
1975-10-31,12.54,125.993,7.2,Philippines
1975-10-11,-24.894,-175.119,7.8,Tonga
1975-10-06,-12.519,166.499,7.0,Vanuatu
1975-10-01,-4.882,102.198,7.0,Indonesia
1975-07-20,-7.104,155.152,7.7,Guinea
1975-07-20,-6.59,155.054,7.9,Guinea
1975-06-10,43.024,147.734,7.0,Russia
1975-05-10,-38.183,-73.232,7.7,Chile
1975-02-04,40.641,122.58,7.0,China
1975-02-02,53.113,173.497,7.6,USA
1974-11-09,-12.5,-77.786,7.2,Peru
1974-10-23,-8.42,154.034,7.2,Guinea
1974-10-08,17.3,-62.0,7.5,Antigua and Barbuda
1974-10-03,-12.265,-77.795,7.6,Peru
1974-08-18,-38.453,-73.431,7.1,Chile
1974-08-11,39.457,73.83,7.3,Kyrgyzstan
1974-07-13,7.747,-77.688,7.3,Panama
1974-02-01,-7.383,155.575,7.1,Guinea
1974-01-31,-7.461,155.894,7.0,Solomon Islands
1974-01-10,-14.434,166.863,7.2,Vanuatu
1973-12-29,-15.117,166.896,7.2,Vanuatu
1973-12-28,-14.464,166.601,7.5,Vanuatu
1973-06-24,43.318,146.442,7.1,Russia
1973-06-17,43.233,145.785,7.7,Japan
1973-03-17,13.372,122.787,7.0,Philippines
1973-02-28,50.486,156.584,7.2,Russia
1973-02-06,31.398,100.581,7.4,China
1973-01-30,18.481,-102.996,7.5,Mexico
1972-12-04,33.362,140.827,7.4,Japan
1972-12-02,6.405,126.64,8.0,Philippines
1972-11-02,-20.122,168.949,7.0,Vanuatu
1972-08-17,-6.05,152.932,7.5,Guinea
1972-07-30,56.82,-135.685,7.61,USA
1972-05-22,-17.76,-175.066,7.1,Tonga
1972-04-28,-5.154,154.191,7.2,Guinea
1972-04-25,13.402,120.275,7.5,Philippines
1972-04-24,23.564,121.539,7.0,Taiwan
1972-03-30,-25.758,179.665,7.2,Fiji
1972-02-29,33.453,140.929,7.2,Japan
1972-02-14,-11.481,166.339,7.4,Solomon Islands
1972-01-25,23.107,121.974,7.1,Taiwan
1972-01-25,22.632,122.269,7.3,Taiwan
1972-01-23,-13.248,166.407,7.0,Vanuatu
1971-12-15,55.959,163.269,7.6,Russia
1971-11-24,52.803,159.199,7.3,Russia
1971-11-21,-11.857,166.557,7.1,Solomon Islands
1971-09-16,-5.912,130.603,7.0,Indonesia
1971-09-05,46.505,141.199,7.3,Russia
1971-08-02,41.415,143.416,7.1,Japan
1971-07-27,-2.839,-77.322,7.4,Ecuador
1971-07-26,-5.116,152.282,7.0,Guinea
1971-07-26,-4.817,153.172,8.1,Guinea
1971-07-19,-5.754,153.868,7.0,Guinea
1971-07-14,-5.524,153.85,8.0,Guinea
1971-07-09,-32.601,-71.076,7.8,Chile
1971-05-18,63.952,145.965,7.0,Russia
1971-05-02,51.396,-177.318,7.0,USA
1971-04-08,-4.33,102.285,7.0,Indonesia
1971-02-07,51.409,-176.974,7.0,USA
1971-02-04,0.653,98.711,7.0,Indonesia
1971-01-10,-3.184,139.722,7.7,Indonesia
1970-12-10,-4.026,-80.542,7.2,Peru
1970-12-02,-11.154,163.377,7.0,Solomon Islands
1970-07-31,-1.597,-72.532,8.0,Peru
1970-07-29,25.977,95.34,7.0,India
1970-07-25,32.053,131.782,7.0,Japan
1970-06-24,51.692,-131.055,7.4,Canada
1970-06-15,-54.476,-64.499,7.2,Argentina
1970-06-14,-52.028,-74.07,7.0,Chile
1970-05-31,-9.183,-78.737,7.9,Peru
1970-05-27,27.236,140.23,7.1,Japan
1970-04-29,14.52,-92.653,7.3,Mexico
1970-04-07,15.791,121.63,7.4,Philippines
1970-02-28,52.487,-174.915,7.1,USA
1970-01-10,6.785,126.682,7.2,Philippines
1970-01-04,24.185,102.543,7.1,China
